"Code","Category","Description","Size","Total Inventory","Price","Sale Price","Sale End Date"
"341676","FRENCH BLUSH","SCARLET OF PARIS ROSE - 750ML","750ML","0","$9.99",,
"89894","TEQUILA","PATRON CRISTALINO ANEJO TEQ - 750ML","750ML","132","$53.99",,
"355990","AMERICAN RED","ONE STONE CABERNET SAUVIGNON - 750ML","750ML","0","$22.99",,
"329942","FRANCE-OTHER","DAGUE S/BLC - 750ML","750ML","0","$13.99",,
"304918","KOSHER","ZMORA CAB S/S - 750ML","750ML","240","$11.99",,
"150","STORE SUPPLIES","MD FLAG ALUMINUM BLT STOPPER - UNIT","UNIT","0","$2.99",,
"35564","DOMESTIC VODKA FLAVORS","SMIRNOFF VODKA - ORANGE TW - 750ML","750ML","24","$13.99",,
"43725","AMERICAN RED","THE PRISONER RED BLEND 750ML (1 Bottle)","750ML","72","$47.99","$39.99","09/30/2025"
"15244","DOMESTIC CAN BEER","LONE OAK RASPBERRY HARD SELTZER  6/4 16OZ CANS - 16.0Z (4-Pack)","4pk","0","$13.99",,
"17015","DOMESTIC LIQUOR SPECIALTY","TWISTED TEA WHISKEY 750ML","750ML","0","$19.99",,
"246026","BLENDED WHISKEY","COURAGE & CONVICTION BOURBON CASK SINGLE MALT CAPITALS VAP 750ML","750ML","0","$49.99",,
"240674","STRAIGHT BOURBON WHISKEY","PENELOPE BOURBON FOUR GRAIN - 750ML (1 Bottle)","750ML","0","$29.99","$24.99","09/30/2025"
"81665","AUSTRALIAN","19 CRIMES THE BANISHED RED BLEND - 750ML","750ML","48","$12.99",,
"89936","AMERICAN WHITE","SUMMIT CHARDONNAY BIB - 3L","3L","0","$24.99",,
"12068","STRAIGHT BOURBON WHISKEY","OLD GRAND DAD BOURBON - 750ML","750ML","24","$19.99",,
"54246","DOMESTIC CAN BEER","BEER FARM TAILGATE TEA PEACH 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$9.99",,
"81977","AMERICAN RED","ORIN SWIFT 8 YEARS IN THE DESERT RED - 750ML","750ML","84","$45.99",,
"86274","AMERICAN TABLE WINE","MD 20/20 BANANA RED - 375ML","375ML","432","$3.99",,
"7838","DOMESTIC BOTTLE BEER","FLYING DOG VARIETY PACK 2/12 NR - 12.0Z (12-Pack)","12pk","0","$21.99",,
"70329","TEQUILA","AVION RESERVA 44 TEQUILA - 750ML","750ML","164","$93.99",,
"86315","AMERICAN RED","BV TAPESTRY RESERVE RED - 750ML","750ML","0","$55.99",,
"300654","DOMESTIC RUM","LADY BLIGH SPICED RUM 750ML","750ML","0","$6.79",,
"46398","BLENDED WHISKEY","CROWN ROYAL - BLACK LBL - 750ML","750ML","204","$32.99",,
"377454","MISCELLANEOUS IMPORTED WINE","XXL STRAWBERRY/GRAPES MOSCATO - 750ML","750ML","132","$13.99",,
"89321","AMERICAN WHITE","TOP BOX CHARDONNAY BIB 6/CS - 3L","3L","0","$19.99",,
"29807","SINGLE MALT SCOTCH","GLENFIDDICH 18YR SM SCOTCH - 750ML","750ML","66","$139.99",,
"296990","AMERICAN TABLE WINE","SUTTER HOME SWEET TEA WINE COCKTAIL 12/750ML","750ML","0","$9.99",,
"15011","IMPORTED CAN BEER","MAHOU SESSION IPA 4/6 CANS - 11.2Z (6-Pack)","6pk","0","$8.58",,
"75027","AMERICAN RED","BERINGER FOUNDERS EST CAB - 1.5L","1.5L","180","$20.99",,
"237072","ARGENTINA","PARTRIDGE VINA LAS PERDICES MALB - 750ML","750ML","0","$10.99",,
"348422","BLENDED WHISKEY","FIREBALL CINNAMON WHISKY PARTY BUCKET - 20/50ML (20-Pack)","20pk","3000","$21.80",,
"80473","FRENCH BLUSH","CHAPOUTIER BELLERUCHE ROSE - 750ML","750ML","600","$17.99",,
"80245","GERMAN WINE","CUPCAKE RIESLING - MOSEL - 750ML","750ML","120","$14.99",,
"80771","FRANCE-OTHER","FAT BASTARD P/NOIR - 750ML","750ML","0","$14.99",,
"237128","AMERICAN RED","GRAN MORAINE P/NOIR - 750ML","750ML","0","$57.99",,
"237188","AMERICAN WHITE","FAR NIENTE CHARD 21/22 - 750ML","750ML","0","$68.99",,
"51055","IMPORTED CORDIALS","BENEDICTINE DOM - 750ML","750ML","0","$37.99",,
"81191","AMERICAN WHITE","J LOHR BAY MIST WHITE RIES - 750ML (1 Bottle)","750ML","96","$12.99","$10.99","09/30/2025"
"42245","AMERICAN BLUSH","COPPOLA SOFIA  ROSE - 750ML (1 Bottle)","750ML","288","$17.99","$13.99","09/30/2025"
"236224","DOMESTIC LIQUOR SPECIALTY","OLE SMOKY MOONSHINE BLACKBERRY - 50ML","50ML","0","$3.89",,
"38776","IMPORTED RUM","RONRICO RUM - SILVER - 1.75L","1.75L","264","$14.99",,
"89775","LIQ BASED RTD","TIP TOP NEGRONI COCKT RTD 6/4PK - 100ML (4-Pack)","4pk","0","$23.99",,
"170911","SOUTH AMERICAN OTHER","GARZON ALBARINO RESERVA 750ML","750ML","0","$22.99",,
"19193","LIQ BASED RTD","BUTTERFLY GRAPEFRUIT VODKA SODA RTD 6/4 CANS - 355ML (4-Pack)","4pk","0","$14.99",,
"42276","DOMESTIC LIQUOR SPECIALTY","FIREBALL BIRDIE SHOT WHISKY 12/10PK - 50ML (10-Pack)","10pk","0","$10.90",,
"251030","IMPORTED RUM FLAVORS","PARROT BAY PASSIONFRUIT - 50ML","50ML","0","$1.09",,
"246261","SPARKLING","GOLDENEYE NORTH COAST BRUT ROSE NV 750ML","750ML","0","$40.99",,
"54283","LIQ BASED RTD","DRAGON DISTILLERY JOEZILLA - 750ML","750ML","0","$18.99",,
"244903","AMERICAN RED","JOSH CELLARS RESERVE CABERNET SAUVIGNON PASO ROBLES - 750ML","750ML","336","$21.99",,
"57380","IMPORTED VODKA","VAN GOGH VODKA - 750ML","750ML","0","$23.99",,
"171120","AMERICAN WHITE","ELEMENTAL CHARDONNAY 750ML","750ML","0","$17.99",,
"60402","RED BURGUNDY WINE","DUBOEUF BEAUJOLAIS VILLAGE - 750ML","750ML","0","$17.99",,
"362228","ITALIAN RED WINE","LINI 910 METODO CLASSICO ROSSO - 750ML","750ML","0","$94.99",,
"50716","DOMESTIC CAN BEER","MILWAUKEE BEST 2/15PK CAN - 12OZ - 12.0Z (15-Pack)","15pk","0","$9.99",,
"54261","DOMESTIC RUM","LYON DISTILLING COMPANY COCONUT RUM - 750ML","750ML","0","$39.99",,
"36544","AMERICAN WHITE","BERINGER PRIVATE RES CHARD - 750ML","750ML","0","$41.99",,
"27464","IMPORTED SCOTCH","J&B RARE - 750ML","750ML","168","$23.99",,
"56952","SINGLE MALT SCOTCH","MCCLELLAND'S ISLAY SCOTCH - 1.75L","1.75L","0","$59.99",,
"298009","STRAIGHT RYE WHISKEY","BALTIMORE SPIRITS EPOCH 3YR CASK STRENGTH RYE WHISKEY - 750ML","750ML","0","$57.99",,
"71161","ITALIAN RED WINE","RIUNITE LAMBRUSCO - 3L","3L","56","$20.99",,
"86169","AMERICAN WHITE","WOODBRIDGE S/BLC - 750ML","750ML","0","$8.99",,
"72451","SPANISH/PORTUGUESE","MARQUES DE RISCAL RIOJA RES 750ML","750ML","0","$23.99",,
"14289","DOMESTIC LIQUOR SPECIALTY","FORDHAM LEE BLUEBERRY SWIRL CREAM LIQUOR 750ML","750ML","0","$21.99",,
"41874","SPARKLING","ZARDETTO PROSECCO TREVISO BRUT - 750ML","750ML","60","$19.99",,
"56850","TEQUILA","CASAMIGOS TEQUILA -  REPOSADO - 1.75L","1.75L","198","$114.99",,
"19195","DOMESTIC CAN BEER","WAREDACA WINSLOW HAZY PALE ALE 6/4 16OZ CANS - 16.0Z (4-Pack)","4pk","24","$17.99",,
"73230","CANADIAN WHISKEY","CROWN ROYAL - APPLE - 750ML","750ML","624","$29.99",,
"46543","AMERICAN RED","CANYON ROAD CAL P/NOIR - 750ML","750ML","0","$7.59",,
"345472","DOMESTIC VODKA FLAVORS","DEEP EDDY ORANGE VODKA - 750ML","750ML","264","$17.99",,
"54525","SESSION RTD","LUCKY ONE LEMONADE  -  6X4PK  - RTD- 355ML-CAN (4-Pack)","4pk","792","$11.99",,
"43087","DOMESTIC CORDIALS","DEKUYPER BURST BUTTERSHOTS - 1L","1L","0","$11.99",,
"168060","IMPORTED BRANDY","ARARAT ARMENIAN BRANDY VS 700ML","700ML","0","$31.99",,
"75026","DOMESTIC VODKA FLAVORS","NEW AMSTERDAM VODKA - PINK  WHITNEY - 750ML","750ML","732","$12.99",,
"366046","LOIRE VALLEY WINE","LAUVERJAT SANCERRE ROSE - 750ML","750ML","0","$32.99",,
"88997","TEQUILA","818 ANEJO TEQUILA - 750ML","750ML","0","$71.99",,
"89919","DOMESTIC BRANDY","PAUL MASSON ICE BRANDY - 750ML","750ML","0","$11.99",,
"17143","TEQUILA","AZTECA AZUL TEQUILA PLATA 750ML","750ML","192","$21.99",,
"46454","AMERICAN WHITE","PACIFIC RIM RIES 750ML","750ML","0","$12.49",,
"348610","AMERICAN WHITE","CUPCAKE BUTTERKISSED CHARD - 750ML","750ML","384","$13.99",,
"297431","ITALIAN RED WINE","ALTESINO BRUNELLO DI MONTALCINO MONTOSOLI 1.5L","1.5L","0","$291.99",,
"166480","SESSION RTD","CUTWATER MARGARITA LIME COCKTAIL 6/4 CAN - 12.0Z (4-Pack)","4pk","0","$11.99",,
"70336","IMPORTED VODKA FLAVORS","PINNACLE CITRUS VODKA - 1.75L","1.75L","120","$19.99",,
"45175","SINGLE MALT SCOTCH","ARDBEG CORRYVRECKAN - 750ML","750ML","0","$118.99",,
"241454","DOMESTIC LIQUOR SPECIALTY","99 SCHNAPPS BLACK CHERRIES - 50ML","50ML","8880","$1.09",,
"365662","TEQUILA","G4 ANEJO TEQUILA - 750ML","750ML","0","$114.99",,
"74233","CHILE","CYT FRONTERA SHZ - 1.5L","1.5L","0","$10.99",,
"19003","AMERICAN RED","BLACKSTONE CALIF MER - 750ML","750ML","96","$9.99",,
"340876","FRANCE-OTHER","B&G COTE DE PROVENCE ROSE TOURMALINE 750ML","750ML","0","$14.99",,
"85417","FRANCE-OTHER","FAT BASTARD CAB - 750ML","750ML","0","$13.99",,
"68501","SINGLE MALT IRISH WHISKEY","AERSTONE 10YR OLD SEA CASK 750ML","750ML","0","$35.99",,
"71382","ITALIAN RED WINE","RUFFINO RISERVA DUCALE - 750ML","750ML","252","$24.99",,
"236220","DOMESTIC LIQUOR SPECIALTY","OLE SMOKY MOONSHINE APPLE PIE - 50ML","50ML","0","$3.89",,
"53538","AMERICAN RED","ARGYLE WILLAMETTE VLY P/NOIR - 750ML","750ML","120","$30.99",,
"14001","AMERICAN RED","ESTANCIA P/NOIR - 750ML","750ML","420","$14.99",,
"80004","AMERICAN WHITE","SUTTER HOME MOSCATO - 750ML","750ML","552","$9.99",,
"74134","NON-ALCOHOLIC MIXERS","MASTER OF MIXES SWEET/SOUR-NA - 1.75L","1.75L","438","$8.99",,
"30120","DOMESTIC GIN","FLEISCHMANN'S GIN - 1.75L","1.75L","72","$16.99",,
"373180","TEQUILA","TEQUILA ZARPADO BLANCO - 750ML","750ML","156","$19.99",,
"325125","NEW ZEALAND","LAKE CHALICE THE NEST S/BLC - 750ML","750ML","0","$17.49",,
"249230","DOMESTIC LIQUOR SPECIALTY","FIREBALL WHISKY 10PK SLV - 50ML (10-Pack)","10pk","11760","$10.90",,
"323351","ITALIAN RED WINE","VALADORNA TUSCAN RED - 750ML","750ML","0","$96.99",,
"72176","DOMESTIC VODKA FLAVORS","DEEP EDDY VODKA - ORANGE - 1.75L","1.75L","186","$27.99",,
"51713","AMERICAN RED","LINGANORE STEEPLE CHASE RED - 750ML","750ML","168","$13.99",,
"16422","SINGLE MALT SCOTCH","GLENFIDDICH 26YR GRAND COURONNE 750ML","750ML","0","$644.99",,
"411310","AMERICAN RED","JOSH CELLARS CAB - 750ML","750ML","2448","$17.99",,
"62647","IMPORTED BOTTLE BEER","KYOTO WHITE YUZU ALE - 330ML (6-Pack)","6pk","0","$53.73",,
"246311","IMPORTED BRANDY","METAXA BRANDY 7 STAR 700ML","700ML","0","$28.99",,
"245072","AUSTRALIAN","YELLOW TAIL FRESH TWIST STRAWBERRY LIME ROSE - 750ML","750ML","0","$10.99",,
"246355","ITALIAN RED WINE","LE CALLE POGGIO D'ORO SANGIOVESE 750ML","750ML","0","$31.99",,
"54258","DOMESTIC RUM","TRENDSETTERS SPIRITS SPICED RUM 750ML","750ML","0","$21.99",,
"71823","DOMESTIC VODKA FLAVORS","NEW AMSTERDAM VODKA -  GRAPEFRUIT - 1.75L","1.75L","414","$21.99",,
"72745","CHILE","CYT FRONTERA S/BLC - 1.5L","1.5L","3600","$10.99",,
"312377","ITALIAN WHITE WINE","SANTA MARINA PROSECCO - 750ML","750ML","0","$13.99",,
"243040","ITALIAN WHITE WINE","SANTA MARINA P/GRIGIO - 750ML","750ML","0","$9.99",,
"54836","ITALIAN WHITE WINE","VOGA P/GRIG - 750ML","750ML","105","$13.99",,
"78734","BLENDED WHISKEY","JACK DANIELS TENNESSEE HONEY - 1.75L","1.75L","342","$43.99",,
"30957","MALT BASE COOLERS","SIMPLY SPIKED LEMONADE 4/6 CAN - 12.0Z (6-Pack)","6pk","0","$9.99",,
"169936","AMERICAN RED","BROWN ESTATE CHAOS THEORY RED BLEND 750ML","750ML","0","$52.99",,
"28894","SOUR MASH WHISKEY","GENTLEMAN JACK - 1.75L","1.75L","216","$63.99",,
"43679","AMERICAN WHITE","CLINE VIOG - 750ML","750ML","336","$15.99",,
"54106","SESSION RTD","JACK DANIELS & CHERRY COKE  4 PK - RTD - 355ML (4-Pack)","4pk","0","$12.99",,
"302973","ARGENTINA","SANTA JULIA CAB SUSTAINABLE - 750ML","750ML","0","$12.99",,
"169878","STRAIGHT RYE WHISKEY","BARDSTOWN BOURB CO ORIGIN SERIES KY 6YR STRAIGHT RYE WHISKEY - 750ML","750ML","0","$57.99",,
"42258","LIQ BASED RTD","ON THE ROCKS HORNITOS MARGARITA RTD 375ML","375ML","720","$12.99",,
"307578","FRENCH RED WINE","LA VIEILLE FERME RED BIB 3L","3L","0","$27.99",,
"405809","AMERICAN WHITE","CANYON ROAD S/BLC - 750ML","750ML","108","$7.59",,
"337605","DOMESTIC RUM","BOWMAN'S RUM - 1L","1L","0","$8.99",,
"312174","AMERICAN RED","MAGGY HAWK JOLIE VYDS P/NOIR - 750ML","750ML","0","$97.99",,
"399167","ARGENTINA","ALTOSUR CAB - 750ML","750ML","0","$15.99",,
"73626","DOMESTIC CORDIALS","BOL'S TRIPLE SEC 42 PROOF - 750ML","750ML","396","$8.99",,
"79642","VERMOUTH","MARTINI & ROSSI SWEET VERMOUTH - 375ML","375ML","1248","$9.99",,
"368756","ARGENTINA","CATENA SEMILLON CHENIN WHITE CLAY - 750ML","750ML","0","$24.99",,
"574643","MISCELLANEOUS IMPORTED WINE","MIDSOMMAR GRUNER VELTLINER NIEDEROSTERREICH - 1L","1L","0","$18.99",,
"238206","AMERICAN WHITE","TEXTBOOK NAPA S/BLC - 750ML (1 Bottle)","750ML","228","$22.99","$17.99","09/30/2025"
"251038","DOMESTIC LIQUOR SPECIALTY","YUKON JACK APPLE LIQUEUR - 50ML","50ML","2760","$1.09",,
"336746","AMERICAN RED","SUTTER HOME SWEET RED - 750ML","750ML","0","$9.99",,
"70943","SOUR MASH WHISKEY","JACK DANIELS SINGLE  BAREL - CAPITALS SELECTION - 750ML","750ML","0","$45.99",,
"77450","STRAIGHT RYE WHISKEY","GEORGE DICKEL RYE - 750ML","750ML","0","$28.99",,
"169692","KOSHER","YAMAS XYNISTERI 750ML","750ML","0","$19.99",,
"72257","ASIAN","GEKKEIKAN PLUM WINE - 750ML","750ML","60","$15.99",,
"171059","SESSION RTD","THE FINNISH LONG DRINK MIDNIGHT SUN VARIETY PK 3/8PK - 12OZ CAN - 12.0Z (8-Pack)","8pk","0","$26.99",,
"19860","AMERICAN RED","TURNING LEAF MER - 1.5L","1.5L","0","$13.99",,
"89716","IRISH WHISKEY","CONNACHT BATCH1 SINGLE MALT IRISH WHISKEY - 700ML","700ML","0","$82.99",,
"297265","NON-ALCOHOLIC MIXERS","MASTER OF MIXES COCKTAIL ESSENTIALS TRIPLE SEC 375ML","375ML","0","$3.99",,
"88532","AMERICAN RED","BLACK BOX  BRILLIANT - LOW CAL - CAB - 3L","3L","12","$21.99",,
"59536","IMPORTED GIN","BOMBAY GIN - SAPPHIRE W/GLASS - 750ML","750ML","0","$20.99",,
"71393","IMPORTED VODKA FLAVORS","CIROC COCONUT VODKA - 750ML","750ML","0","$29.99",,
"42630","TEQUILA","CODIGO 1530 TRI-PACK TEQUILA (BLANCO ROSA ANEJO) - 50ML","3pk","0","$26.37",,
"248056","SESSION RTD","LAIRD'S AMERICAN MULE 355ML 6/4 CAN (4-Pack)","4pk","0","$13.99",,
"15369","DOMESTIC LIQUOR SPECIALTY","FORDHAM LEE CHERRY CHARM CREAM LIQUEUR 750ML","750ML","0","$21.99",,
"42458","DOMESTIC CORDIALS","MR BOSTON CREME DE CASSIS - 1L - 1LTR","1LTR","0","$6.99",,
"89393","TEQUILA","MATIARI REPOSADO TEQUILA - 700ML","700ML","0","$54.99",,
"244202","AMERICAN RED","FRANK FAMILY ZIN - 750ML","750ML","0","$40.99",,
"89921","COGNAC","WHITE X COGNAC - 750ML","750ML","0","$71.99",,
"297230","LIQ BASED RTD","POST MERIDIEM ESPRESSO MARTINI 24/100ML","100ML","816","$4.99",,
"12424","BOTTLED IN BOND","TEN HIGH BOURBON - 1.75L","1.75L","594","$15.99",,
"169789","SESSION RTD","MOM WATER SUSAN STRAWBERRY KIWI 6/4PK 355ML (4-Pack)","4pk","0","$13.99",,
"35653","DOMESTIC VODKA","GILBEY'S VODKA - 1.75L","1.75L","774","$14.99",,
"69827","DOMESTIC CAN BEER","7 LOCKS NEIPA SERIES 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$19.99",,
"13887","AMERICAN WHITE","LONGEVITY CHARDONNAY 750ML","750ML","0","$14.99",,
"240954","IMPORTED RUM","BUMBU XO RUM - 750ML","750ML","0","$43.99",,
"359868","BLENDED WHISKEY","KAMIKI INTENSE WOOD WHISKY 750ML","750ML","0","$77.99",,
"55077","IMPORTED CORDIALS","ALIZE RED PASSION - 750ML","750ML","60","$19.99",,
"70698","DOMESTIC RUM","LYON DISTILLING COMPANY DK RUM - 750ML","750ML","0","$34.99",,
"313242","LOIRE VALLEY WINE","DOM VINCENT CAREME VOUV SPRING - 750ML","750ML","0","$27.99",,
"41403","BLENDED WHISKEY","MCCLINTOCK HERITAGE WHITE WHISKEY - 750ML","750ML","0","$33.99",,
"85960","AMERICAN WHITE","R MONDAVI SAUV BLC - 750ML","750ML","0","$40.99",,
"246317","AMERICAN RED","JOSH CELLARS RSV SANTA BARBARA PINOT NOIR 750ML","750ML","0","$21.99",,
"251513","SESSION RTD","ABSOLUT RTD GRAPEFRUIT PALOMA 6/4PK CAN - 12.0Z (4-Pack)","4pk","0","$11.99",,
"40122","AMERICAN RED","LA JOTA HOWELL MTN CAB - 750ML","750ML","0","$234.99",,
"152315","TEQUILA","JOSE CUERVO GOLD TEQUILA - 200ML","200ML","576","$6.99",,
"310258","ITALIAN RED WINE","MALVASIA DI CASORZO - 750ML","750ML","120","$16.99",,
"80457","AMERICAN RED","DREAMING TREE PINOT NOIR - 750ML","750ML","180","$14.99",,
"81922","AMERICAN BLUSH","CORBETT CANYON WH/ZIN - 1.5L","1.5L","48","$11.99",,
"166240","SPARKLING","VEUVE DU VERNAY ICE DEMI SEC - 750ML","750ML","288","$12.99",,
"10137","DOMESTIC CAN BEER","SILVER BRANCH GLASS CASTLE 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$13.99",,
"240990","FRENCH BLUSH","CH LA GORDONNE FONT FREYE ROSE - 750ML","750ML","0","$18.99",,
"13615","DOMESTIC RUM FLAVORS","LYON CURACAO 750ML","750ML","0","$34.99",,
"334353","DOMESTIC LIQUOR SPECIALTY","OLE SMOKEY BLKBRY MOONSHINE - 750ML","750ML","0","$27.99",,
"55615","TEQUILA","DON JULIO TEQUILA - REPOSADO - 375ML","375ML","852","$33.99",,
"246318","SPANISH/PORTUGUESE","MARQUES DE CACERES RIOJA CRIANZA (RED LABEL) 750ML","750ML","0","$17.99",,
"169869","IMPORTED GIN","BAYAB SAFRICAN GROWN ROSE GIN 750ML","750ML","0","$36.99",,
"100038","NON-ALCOHOLIC MIXERS","SEEDLIP NOTAS DE AGAVE- 700ML -  NA","700ML","0","$31.99",,
"54306","DOMESTIC CAN BEER","LONE OAK SAPLING 6/4 16OZ CANS - 16.0Z (4-Pack)","4pk","0","$18.99",,
"88878","IMPORTED RUM FLAVORS","BACARDI COCONUT RUM - 750ML","750ML","372","$13.99",,
"50415","IMPORTED CORDIALS","PIMM'S #1 CUP - 750ML","750ML","0","$24.99",,
"70901","NON-ALCOHOLIC MIXERS","FINEST CALL BLOODY MARY-NA - 1L","1L","240","$4.99",,
"241564","AMERICAN RED","PENFOLDS BIN 149 WOW CAB - 750ML","750ML","0","$188.99",,
"379037","SPARKLING","CANDONI MOSCATO D'ITALIA - 750ML","750ML","0","$15.99",,
"71662","IMPORTED CORDIALS","BAILEYS STRAWBERRY &  CREAM - 50ML","50ML","0","$3.49",,
"336264","NON-ALCOHOLIC WINE","STELLA ROSA BLK NA - 750ML","750ML","0","$9.99",,
"84755","AUSTRALIAN","YELLOW TAIL BIG BOLD RED - 1.5L","1.5L","546","$13.99",,
"40774","IMPORTED VODKA FLAVORS","VAN GOGH DOUBLE ESPRESSO VODKA - 750ML","750ML","0","$23.99",,
"380100","SESSION RTD","GREENALL'S GIN & SODA PINK GRAPEFRUIT RTD 6/4 CANS - 12.0Z (4-Pack)","4pk","0","$13.99",,
"54440","STRAIGHT BOURBON WHISKEY","OLD FORESTER BARREL PROOF (HAL) - 750ML (OF5413000)","750ML","0","$86.99",,
"309443","AMERICAN RED","ALEXANDER VALLEY CAB - 750ML","750ML","0","$28.99",,
"145262","AMERICAN RED","BOGLE PHANTOM - 750ML","750ML","0","$31.99",,
"18911","AMERICAN RED","WOODBRIDGE CABERNET BIB 3/3L","3L","0","$19.99",,
"42541","IMPORTED SCOTCH","DEWARS BLENDED SCOTCH WHISKY JAPANESE SMOOTH - 750ML","750ML","0","$26.99",,
"371576","TEQUILA","GHOST TEQUILA - 750ML","750ML","0","$42.99",,
"297129","CHAMPAGNE","LAURENT PERRIER BRUT ROSE - 750ML","750ML","0","$129.99",,
"28797","CANADIAN WHISKEY","CANADIAN MIST WHISKY - 1.75L","1.75L","774","$18.99",,
"54524","SESSION RTD","LUCKY ONE LEMONADE - RASPBERRY  - 6X4PK-355ML - CAN (4-Pack)","4pk","2376","$11.99",,
"69891","MISCELLANEOUS IMPORTED WINE","IMPERO MONTEPULCIANO ALATRI 750ML","750ML","132","$10.99",,
"89773","LIQ BASED RTD","TIP TOP BEE'S KNEES COCKT RTD 6/4PK - 100ML (4-Pack)","4pk","0","$23.99",,
"56859","IMPORTED CORDIALS","BAILEYS IRISH CREAM -  W/MUG - 750ML","750ML","0","$31.99",,
"76813","SPARKLING","VIARAE PROSECCO - 750ML (1 Bottle)","750ML","72","$19.99","$15.99","09/30/2025"
"13684","STRAIGHT BOURBON WHISKEY","HUDSON BRIGHT LIGHTS BIG BOURBON 750ML","750ML","42","$38.99",,
"14940","AMERICAN WHITE","SCHUG CARNEROS CHARD - 750ML","750ML","0","$30.99",,
"14150","DOMESTIC RUM FLAVORS","LYON SAILORS RESERVE RUM 750ML","750ML","0","$54.99",,
"72649","SESSION RTD","CROWN ROYAL WHISKEY COLA  - CAN - 6/4PK RTD - 355ML (4-Pack)","4pk","0","$13.99",,
"296976","TEQUILA","KOMOS REPOSADO ROSA - 750ML","750ML","0","$109.99",,
"340865","RED BURGUNDY WINE","ALAIN DE LA TREILLE P/NOIR 14 - 750ML","750ML","120","$12.99",,
"308781","AMERICAN RED","CLOUDLINE P/NOIR - 750ML","750ML","144","$23.99",,
"297267","NON-ALCOHOLIC MIXERS","MASTER OF MIXES COCKTAIL ESSENTIALS SINGLE PRESSED LEMON 375ML","375ML","564","$3.99",,
"16811","SESSION RTD","CUTWATER TIKI RUM PUNCH 6/4 CANS - 12.0Z (4-Pack)","4pk","0","$12.99",,
"337374","AMERICAN WHITE","ANNABELLA CHARD - 750ML","750ML","0","$22.99",,
"333668","DOMESTIC VODKA","BARR HILL VODKA - 750ML","750ML","0","$55.99",,
"84758","AMERICAN WHITE","MATANZAS CREEK CHARD - 750ML","750ML","0","$33.99",,
"80217","APERITIF","DUBONNET RGE DOM APERITIF - 750ML","750ML","84","$17.99",,
"333596","VERMOUTH","COCCHI VERM DI TORINO - 750ML","750ML","0","$29.99",,
"84342","SPARKLING","BAREFOOT BUBBLY BRUT ROSE - 750ML","750ML","96","$12.99",,
"169871","IMPORTED GIN","BAYAB SAFRICAN GROWN SMALL BATCH GIN 750ML","750ML","0","$36.99",,
"17047","SESSION RTD","NUTRL ORANGE RTD 6/4 CAN - 12.0Z (4-Pack)","4pk","7800","$9.99",,
"380508","LIQ BASED RTD","BLOSSOM VODKA ESPRESSO MARTINI RTD 6/4 CANS - 12.0Z (4-Pack)","4pk","0","$18.99",,
"88211","FRANCE-OTHER","BOISSY & DELAYGUE CLEMENTUS CDP - 750ML (1 Bottle)","750ML","0","$37.99","$30.99","09/30/2025"
"241024","TEQUILA","CASAMIGOS REPOSADO TEQUILA - 50ML","50ML","1320","$5.49",,
"320997","ITALIAN WHITE WINE","BARONE MONTALTO CAB/NERO D'AVOLA 750ML","750ML","168","$11.99",,
"54292","LIQ BASED RTD","TWIN VALLEY PORT ANTONIO - 750ML","750ML","0","$11.99",,
"166843","AMERICAN WHITE","YELLOW TAIL PURE BRIGHT PINOT GRIGIO - 750ML","750ML","120","$8.99",,
"11711","STRAIGHT BOURBON WHISKEY","EARLY TIMES KENTUCKY WHISKEY - 1.75L","1.75L","348","$19.99",,
"50253","IMPORTED CORDIALS","SUNTORY MIDORI MELON - 750ML","750ML","156","$23.99",,
"89993","LIQ BASED RTD","TIP TOP WHISKEY SOUR COCKTAIL RTD 6/4PK - 100ML (4-Pack)","4pk","0","$23.99",,
"54287","STRAIGHT RYE WHISKEY","GRAY WOLF RYE WHISKEY 750ML","750ML","0","$46.99",,
"58149","SINGLE MALT SCOTCH","CAOL ILA SCOTCH 12YR - 750ML","750ML","54","$75.99",,
"299964","TEQUILA","CASAMIGOS TEQUILA ANEJO - 1L","1L","228","$76.99",,
"72370","AUSTRALIAN","JACOBS CREEK CAB - 750ML","750ML","24","$9.99",,
"16141","DOMESTIC RUM","LOVETON FARMS HIDDEN TREASURE WHITE RUM 750ML","750ML","0","$33.99",,
"54433","SESSION RTD","VMC JAMAICA  - RTD -355ML CAN - 6/4PK (4-Pack)","4pk","1896","$9.99",,
"84122","AMERICAN WHITE","BERINGER CAL CHARD - 1.5L","1.5L","42","$17.99",,
"10332","IMPORTED VODKA","GREY GOOSE VODKA - 375ML","375ML","936","$16.99",,
"353680","STRAIGHT RYE WHISKEY","SAGAMORE 83 PROOF STRAIGHT RYE WHISKEY - 375ML","375ML","0","$23.99",,
"247447","RED BORDEAUX WINE","CH LAGRANGE 19 ST-JULIEN GR CRU CLASSE - 750ML","750ML","0","$92.99",,
"52957","AMERICAN RED","ESTANCIA PASO ROBLES CAB - 750ML","750ML","168","$14.99",,
"89120","DOMESTIC VODKA","LYTOS PREM VODKA - 750ML","750ML","0","$16.99",,
"72042","DOMESTIC VODKA","NEW AMSTERDAM VODKA - WATERMELON - 50ML","50ML","0","$1.09",,
"238668","AMERICAN RED","MOSS ROXX ANCIENT VINES ZINF - 750ML","750ML","0","$22.99",,
